DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
STR,ZAG,1,319,681,7979,462,1143,123,0,39097,125,847,46
EWR,PEK,152,777,857,10409,463,1320,314,0,76126,228,501,47
DOH,IST,191,333,409,4316,468,877,300,0,38291,213,213,48
BEG,FRA,130,319,891,10994,470,1361,123,0,50678,71,604,49
DOH,RUH,101,777,716,8540,471,1187,314,0,64842,256,481,50
GVA,STR,98,763,922,11758,475,1378,218,0,68861,168,639,51
PEK,YYZ,139,77W,888,11301,477,1365,396,0,94243,154,940,52
EWR,GVA,187,763,722,8506,478,1200,218,0,52818,112,622,53
BCN,DOH,158,332,619,7399,482,1101,246,0,50447,215,524,54
DFW,XNA,125,M80,479,5643,486,965,150,0,32560,143,600,55
FRA,GVA,162,E90,537,6523,489,1026,100,12,31197,93,713,56
BEG,IST,105,738,1006,12561,494,1500,189,0,67900,50,1078,57
IAH,XNA,227,CRJ,466,5349,499,965,50,0,22658,22,936,58
EDI,EWR,174,752,708,8452,503,1211,200,0,50346,153,488,59
EWR,OSL,83,764,507,6098,503,746,245,0,43514,178,414,60
FRA,STR,185,319,670,7961,506,1176,123,0,39028,90,620,61
BCN,YYZ,131,763,349,3902,509,858,218,0,30104,174,378,62
IST,PEK,97,77W,1061,13209,511,1572,396,0,107562,303,447,63
LGA,PWM,34,ERJ,414,4497,516,930,37,0,19099,29,993,64
DOH,GVA,159,320,501,5669,518,1019,151,0,32758,100,424,65
AUS,MCO,95,E90,740,9188,519,1259,100,0,40729,94,866,66
AUS,BOS,142,E90,1036,13336,520,1556,100,0,55564,102,1319,67
AUA,BOS,26,320,858,10462,521,1379,151,0,52711,130,810,68
EWR,STR,177,752,488,5538,521,1009,200,0,36573,73,453,69
ORD,YQB,15,ERJ,651,7911,526,1177,37,0,28836,0,1206,70
EWR,IAD,214,DH4,890,11274,530,1420,68,0,43231,78,1431,71
BOS,CHS,144,E90,873,10685,531,1404,100,0,46083,63,790,72
FRA,IAD,178,333,1053,13142,537,1590,300,0,90157,248,624,73
GVA,PEK,154,330,572,6481,538,1110,277,322,48717,209,361,74
BCN,IST,198,320,477,5231,540,1017,151,0,30935,136,576,75
FRA,RUH,183,333,564,6878,541,1105,300,0,53346,237,376,76
BWI,EWR,84,DH3,815,9835,546,1361,50,0,36123,12,2478,77
MAA,RUH,197,333,474,5332,549,1023,300,1,44261,143,769,78
DFW,EWR,119,M83,770,9245,554,1324,155,0,48172,133,717,79
FRA,PEK,153,773,1014,12953,557,1571,368,0,100896,312,685,80
EWR,TLV,82,772,720,8478,557,1277,314,0,64468,254,450,81
GVA,IST,202,320,925,11503,560,1485,151,0,57045,121,772,82
BEY,FRA,79,32A,668,8004,562,1230,151,0,42479,64,1190,83
DFW,YYZ,126,319,587,6773,575,1162,123,0,34465,48,590,84
AUS,IAD,208,CR7,659,8068,575,1234,70,0,33181,57,983,85
FRA,HKG,73,77W,500,5663,579,1079,396,0,54887,291,267,86
FRA,YYZ,135,77W,451,5032,582,1033,396,0,50482,294,282,87
YQB,YYZ,140,DH4,666,7972,584,1250,68,0,32636,55,969,88
DLM,EDI,60,320,796,9637,584,1380,151,0,49277,31,994,89
IAD,PWM,111,CRJ,356,3993,585,941,50,0,18588,28,659,90
HHN,MPL,41,738,639,7786,590,1229,189,0,45935,107,635,91
DOH,HBE,52,320,637,7426,590,1227,151,353,40073,125,651,92
FRA,HER,66,320,510,5675,593,1103,151,0,32783,149,620,93
IAD,JAX,222,ERJ,477,5448,595,1072,37,102,21812,3,858,94
CGN,IST,55,320,650,8017,602,1252,151,0,42533,26,463,95
IAD,IAH,221,320,738,9111,604,1342,151,0,47087,143,732,96
DOH,FRA,133,333,894,11331,606,1500,300,0,79514,244,601,97
LAX,XNA,9,CR7,467,5280,612,1079,70,0,24171,85,922,98
BCN,GVA,100,320,922,11245,613,1535,151,0,55971,105,572,99
GVA,IAD,188,763,895,11288,615,1510,218,0,66543,196,831,100
BCN,FRA,161,321,633,7734,620,1253,197,0,46610,155,512,101
ATL,EWR,69,717,424,4614,627,1051,106,0,24840,112,620,102
MAA,RUH,104,333,460,5332,636,1096,300,0,44261,166,456,103
BOS,MCO,148,320,627,7659,645,1272,151,0,41043,147,715,104
EDI,IST,201,738,147,1338,648,795,189,0,16274,102,342,105
FRA,MPL,182,735,602,7245,650,1252,108,0,34648,53,1351,106
BEG,GVA,163,S20,463,5186,651,1114,58,0,22848,24,667,107
MCO,YYZ,91,737,421,4428,657,1078,124,0,25534,91,384,108
CLT,PWM,6,321,560,6817,668,1237,197,0,42307,157,482,109
TLV,YYZ,17,763,641,7610,675,1316,218,0,48397,170,435,110
BEG,LTN,65,320,836,10096,677,1513,151,0,51188,96,512,111
ALA,IST,168,738,445,4779,683,1128,189,0,32103,124,270,112
BCN,STR,89,319,543,6543,697,1240,123,0,33581,96,558,113
GVA,RUH,194,320,400,4498,701,1101,151,0,27883,110,362,114
BOS,FRA,173,744,969,11953,703,1672,416,5,102050,330,539,115
EWR,RDU,86,ERJ,782,9508,705,1487,37,0,33391,58,2119,116
IAD,YYZ,92,320,493,5475,705,1436,151,5,31951,122,496,117
PUJ,YQB,59,310,884,11078,707,1591,206,0,63674,188,749,118
IAH,CRW,63,ERJ,765,9240,718,1483,37,0,32626,32,1664,119
IAH,MCO,190,320,363,3670,718,1081,151,0,24436,97,385,120
GVA,STR,164,S20,958,11758,719,1677,58,0,43179,39,1379,121
BOS,JAX,147,E90,992,12484,720,1712,100,0,52517,56,823,122
BCN,EDI,166,738,736,9224,722,1458,189,0,52550,136,518,123
EWR,IAH,215,739,876,11119,723,1599,178,0,59582,128,615,124
EDI,FRA,175,321,93,578,730,823,197,0,13034,181,241,125
IAD,PWM,224,CRJ,364,3993,735,1099,50,0,18588,69,985,126
AUS,OAK,40,73W,430,4754,738,1168,149,0,28789,106,415,127
DXB,FRA,75,77W,508,6101,744,1252,396,0,57945,185,727,128
SYR,YYZ,16,BEH,633,7722,747,1380,6,0,24760,18,9138,129
CDG,VRN,23,318,365,4102,749,1686,112,0,23408,109,553,130
EWR,PWM,217,DH4,750,9194,756,1506,68,0,36557,30,1124,131
BHX,EDI,150,DH4,413,4385,761,1174,68,0,21127,72,796,132
BCN,EWR,170,752,879,11001,766,1645,200,0,62394,94,1430,133
MAA,RUN,64,738,889,10851,770,1659,189,0,60034,128,583,134
DCA,PWM,7,DH4,547,6354,773,1350,68,0,27445,35,622,135
ILG,MCO,39,320,587,7108,778,1365,151,0,38749,77,595,136
ALA,PEK,99,738,821,9980,779,1194,189,0,56028,80,1256,137
IAH,JAX,225,ERJ,744,8852,791,1535,37,0,31520,22,3615,138
IAD,JAX,110,ERJ,458,5448,797,1255,37,0,21812,19,1057,139
FRA,IST,180,321,488,5830,802,1290,197,0,37676,133,318,140
YQB,YYZ,94,DH4,675,7972,812,1487,68,0,32636,54,914,141
CHS,DCA,4,E70,789,9829,818,1607,70,2,38871,73,1263,142
EWR,LAX,85,739,269,2853,823,1092,178,28,22604,149,342,143
BOS,DFW,90,738,573,6876,832,1405,189,0,41749,137,401,144
MCO,ORD,10,738,142,1300,834,976,189,0,16100,170,274,145
EWR,SAP,218,738,836,10258,852,1688,189,0,57306,126,480,146
EWR,BHX,171,752,354,3689,855,1204,200,0,27834,169,364,147
BHX,DXB,38,77W,1016,12753,858,1874,396,22,104379,181,1142,148
IST,EDI,201,738,147,1338,860,995,189,0,16274,56,389,149
HIA,PEK,48,320,365,3870,862,1227,151,0,25269,105,336,150
CAG,VRN,44,M80,102,690,862,964,150,0,11997,50,161,151
AUS,IAH,209,320,569,6878,896,1465,151,0,37791,116,496,152
FRA,EDI,175,321,93,578,899,961,197,209,13034,183,257,153
BCN,GRU,53,77W,588,7047,900,1488,396,0,64548,144,643,154
BOS,IAD,146,E90,344,3566,906,1250,100,0,20622,102,592,155
KWI,MAA,46,310,900,11116,906,1806,206,339,63856,151,561,156
MAA,DOH,192,333,377,3820,907,1277,300,0,35376,210,206,157
YYZ,BCN,131,763,349,3902,908,1271,218,0,30104,170,269,158
EWR,CHS,211,ERJ,437,5139,912,1352,37,3,20930,31,1309,159
HER,BHX,58,75W,565,6723,915,1480,200,0,42174,74,499,160
BKK,DOH,51,77W,710,8421,923,1633,396,0,74139,324,474,161
YDF,YYZ,18,E90,576,6793,924,1500,100,228,32163,70,550,162
IST,SOF,57,738,529,6067,933,1462,189,0,38028,169,588,163
DOH,PEK,103,77W,991,12736,939,1930,396,0,104260,311,519,164
MCO,YYZ,129,737,417,4428,939,1356,124,18,25534,105,521,165
IAH,SAP,226,738,735,8802,944,1679,189,0,50609,152,516,166
MCO,EWR,149,320,462,5353,954,1427,151,0,31443,98,367,167
PWM,LGA,34,ERJ,414,4497,974,1388,37,1,19099,42,1087,168
ALA,PEK,167,738,815,9980,975,1790,189,19,56028,149,605,169
IAD,PEK,155,777,723,8640,982,1705,314,0,65446,263,548,170
BHX,IST,200,739,578,7005,982,1560,178,0,41178,138,508,171
IAH,DOH,128,777,421,4429,985,1376,314,0,40022,275,382,172
IAD,TYS,62,ERJ,624,7674,987,1611,37,0,28160,46,1680,173
BHX,STR,151,E75,122,1116,996,1118,80,0,11096,26,537,174
FRA,PRG,76,321,416,4801,997,1413,197,0,32848,107,911,175
BOS,EWR,145,E90,375,3798,1001,1376,100,0,21451,30,429,176
IAD,CHS,212,CRJ,494,5428,1002,1477,50,0,22895,49,1037,177
EWR,FRA,176,744,184,2042,1003,1187,416,0,30586,309,231,178
IST,DOH,191,333,409,4316,1004,1413,300,0,38291,269,419,179
IAD,YYZ,136,ERJ,492,5475,1005,1497,37,0,21889,0,803,180
DUB,VRN,37,738,454,5064,1007,1597,189,0,33414,103,898,181
EWR,ORD,67,E75,764,9205,1031,1795,80,0,38166,39,756,182
YYZ,IAH,93,320,612,7409,1037,1649,151,0,40002,110,522,183
ALA,FRU,45,319,644,7474,1043,1687,123,0,37157,100,599,184
IST,RUH,196,320,747,9178,1044,1791,151,0,47366,131,733,185
EDI,IST,106,738,139,1338,1047,1186,189,0,16274,131,256,186
XNA,DFW,125,M80,479,5643,1050,1528,150,153,32560,48,472,187
EWR,PHL,68,DH3,479,5718,1051,1530,50,0,23765,38,864,188
XNA,IAH,227,CRJ,466,5349,1053,1524,50,0,22658,28,795,189
FRA,VRN,160,E95,841,10334,1055,1896,106,0,45692,114,1100,190
EWR,FLL,72,320,978,12038,1058,2036,151,226,59272,87,1944,191
BOS,LAX,3,738,339,3304,1060,1399,189,0,25318,53,263,192
GVA,EDI,206,319,475,5380,1063,1544,123,0,29114,89,439,193
ORD,MCO,10,738,142,1300,1064,1193,189,0,16100,164,258,194
YYZ,FRA,135,77W,451,5032,1068,1524,396,30,50482,328,342,195
FRA,KWI,78,321,533,5976,1069,1451,197,0,38361,76,392,196
DFW,BOS,117,738,598,6876,1072,1672,189,0,41749,141,507,197
CGQ,PEK,30,738,326,3335,1079,1405,189,0,25461,134,312,198
MAA,FRA,141,343,589,6941,1081,1649,295,0,53191,251,434,199
IST,BCN,198,320,477,5231,1082,1535,151,0,30935,113,420,200
GVA,FRA,162,E90,537,6523,1082,1652,100,0,31197,102,774,201
CAI,PEK,29,321,666,8196,1086,1758,197,0,48778,128,380,202
MCO,FRA,181,744,550,6170,1086,1606,416,0,60351,350,364,203
SOF,FRA,77,320,423,4612,1089,1512,151,0,28358,113,434,204
SAL,SAP,25,320,478,5376,1089,1567,151,0,31538,97,425,205
YYZ,IST,138,763,624,7479,1089,1720,218,0,47751,81,865,206
IAH,DFW,122,M83,663,7699,1094,1752,155,0,41664,103,463,207
DUB,FRA,74,320,518,5717,1095,1613,151,0,32958,100,348,208
GVA,DOH,159,320,501,5669,1095,1594,151,0,32758,40,451,209
RUH,MAA,197,333,474,5332,1098,1569,300,0,44261,227,268,210
DFW,CHS,118,ER4,702,8519,1102,1819,50,0,32173,37,1221,211
EDI,FRA,175,321,62,578,1104,1170,197,0,13034,183,273,212
RZE,FRA,184,CR7,645,7782,1114,1768,70,18,32256,63,953,213
RZE,MAN,42,738,563,6667,1114,1668,189,0,40788,168,611,214
JAX,DFW,123,M80,627,7710,1117,1773,150,0,41141,104,520,215
JAX,LGA,33,73W,758,9310,1123,1903,149,0,47651,103,593,216
STR,BEG,115,319,707,8587,1124,1835,123,0,41432,120,860,217
FRA,LAX,80,74H,670,7919,1126,1796,416,0,72963,179,746,218
IAD,CHS,109,CRJ,472,5428,1128,2011,50,0,22895,42,911,219
RUH,DOH,189,777,719,8540,1130,1838,314,0,64842,225,336,220
YYZ,IAH,137,CRA,624,7409,1131,1765,70,0,31051,51,821,221
EDI,IST,201,738,135,1338,1135,1267,189,0,16274,148,202,222
ATL,CHS,21,320,527,6206,1135,1662,151,0,34994,107,466,223
STR,EWR,177,752,488,5538,1135,1611,200,0,36573,135,290,224
IST,IAH,204,77W,647,7513,1139,1786,396,0,67801,333,468,225
SFB,XNA,43,320,603,6965,1139,1742,151,0,38153,92,443,226
ORD,XNA,11,ER4,650,8045,1142,1792,50,0,30750,29,1029,227
DFW,IAD,121,738,496,5947,1148,1644,189,0,37476,148,497,228
MCO,AUS,143,E90,748,9188,1151,1922,100,0,40729,74,795,229
HKG,MAA,32,333,689,8323,1151,1840,300,0,61838,244,528,230
IST,MAD,56,332,637,7711,1155,1792,246,0,52087,208,567,231
IAH,JAX,112,ERJ,743,8852,1157,1900,37,0,31520,33,1604,232
PWM,IAD,224,CRJ,364,3993,1158,1537,50,11,18588,22,637,233
ALA,FRA,169,333,311,3071,1158,1469,300,0,30975,262,260,234
IST,ALA,168,738,445,4779,1162,1592,189,0,32103,177,528,235
IST,STR,205,320,561,6439,1162,1723,151,0,35964,99,381,236
HKG,FRA,73,77W,500,5663,1162,1973,396,0,54887,216,845,237
BOG,EWR,70,73G,324,3358,1166,1490,149,0,23010,142,472,238
GVA,BEG,163,S20,463,5186,1169,1647,58,0,22848,70,942,239
CHS,IAH,213,ERJ,879,10910,1172,2051,37,0,37389,28,1898,240
MCO,RDU,35,CR9,742,9004,1172,1914,76,0,36978,32,662,241
BCN,STR,114,319,556,6543,1175,1731,123,0,33581,100,537,242
RUH,IAD,195,777,677,7971,1175,1858,314,0,61407,259,488,243
BHX,WAT,28,DH4,743,9167,1175,1918,68,0,36471,78,1274,244
CCC,YYZ,14,319,673,8347,1178,1851,123,0,40511,73,515,245
BOG,IAH,24,752,730,8782,1181,1911,200,0,51906,143,471,246
IAD,DOH,127,777,692,8356,1182,1882,314,0,63731,237,420,247
MCO,IAH,190,320,363,3670,1183,1520,151,0,24436,103,305,248
STR,BHX,151,E75,122,1116,1185,1310,80,0,11096,16,273,249
BOS,YYZ,132,E90,510,5787,1189,1699,100,0,28565,49,629,250
JER,STR,13,DH4,419,4391,1191,1610,68,0,21147,62,705,251
FRA,DFW,120,777,678,8068,1191,1858,314,0,61993,266,516,252
FRA,IAH,179,388,837,10127,1192,2029,555,0,108588,167,607,253
YYZ,DFW,126,319,587,6773,1193,1759,123,0,34465,68,722,254
LKO,RUH,54,333,708,8865,1198,1906,300,0,65023,250,527,255
DOH,BCN,158,332,619,7399,1204,1821,246,0,50447,220,601,256
PEK,GVA,154,330,572,6481,1211,1748,277,0,48717,243,425,257
JAX,IAD,222,ERJ,477,5448,1212,1697,37,0,21812,54,1335,258
IST,IAD,203,330,681,8011,1215,1883,277,0,57304,206,380,259
RUH,GVA,194,320,400,4498,1215,1616,151,0,27883,119,404,260
GVA,OSL,36,733,526,5996,1216,1742,128,0,31952,80,1304,261
FRA,EWR,176,744,184,2042,1217,1387,416,0,30586,318,146,262
RUH,FRA,183,333,564,6878,1219,1816,300,0,53346,230,434,263
DOH,IST,102,333,392,4316,1220,1612,300,0,38291,269,446,264
BOS,RKD,2,CNA,837,10245,1220,2057,19,0,32917,0,2412,265
EWR,SFO,87,739,655,7720,1223,1878,178,0,44377,121,418,266
ALA,PRG,50,319,426,4721,1223,1649,123,0,26583,105,495,267
CHS,PHL,5,ERJ,944,11611,1231,1946,37,0,39388,56,2485,268
BHX,EWR,171,752,349,3689,1235,1602,200,0,27834,169,308,269
PEK,WAW,31,788,851,10285,1238,2089,242,0,65040,208,622,270
GVA,EWR,187,763,722,8506,1241,1929,218,20,52818,162,538,271
FRA,MAN,81,319,928,11549,1243,2171,123,0,52809,114,1001,272
EDI,BHX,150,DH4,413,4385,1243,1624,68,0,21127,37,561,273
AUS,DFW,116,M80,569,6651,1245,1814,150,0,36744,134,600,274
PWM,IAD,111,CRJ,356,3993,1247,1603,50,0,18588,54,825,275
FRA,EDI,175,321,62,578,1265,1330,197,0,13034,133,175,276
PWM,CLT,6,321,560,6817,1268,1828,197,0,42307,182,597,277
MCO,IAD,223,320,722,8534,1269,1953,151,0,44685,114,591,278
YYZ,EWR,134,E75,746,8839,1275,2017,80,0,36942,51,1071,279
EWR,EDI,174,752,708,8452,1280,1967,200,0,50346,162,519,280
IAD,BOS,146,E90,344,3566,1280,1623,100,0,20622,11,308,281
PEK,IAH,156,773,695,8216,1281,1981,368,0,69354,272,414,282
YQB,YOW,19,DH1,434,4745,1281,1715,37,0,19807,57,1245,283
EWR,TYS,88,ERJ,633,7589,1288,1921,37,15,27918,9,1175,284
JAX,IAD,110,ERJ,458,5448,1292,1987,37,0,21812,47,1291,285
YYZ,YQB,140,DH4,666,7972,1299,1973,68,0,32636,34,704,286
MPL,HHN,41,738,639,7786,1299,1938,189,0,45935,151,571,287
BEY,DOH,47,320,161,1788,1302,1463,151,0,16602,101,216,288
FRA,BCN,161,321,633,7734,1311,1947,197,0,46610,96,569,289
BHX,FRA,172,319,297,2847,1314,1611,123,0,19385,66,464,290
AUS,IAD,107,CR7,680,8068,1314,1994,70,0,33181,57,877,291
YQB,YUL,20,DH4,363,4070,1315,1678,68,0,20117,13,1028,292
DFW,LRD,8,ERD,569,6695,1315,1884,44,0,26084,16,983,293
IST,EDI,201,738,135,1338,1316,1437,189,0,16274,93,273,294
AUS,EWR,207,738,749,9275,1316,2065,189,0,52785,170,732,295
BCN,TXL,12,320,494,5662,1317,1877,151,0,32729,124,508,296
STR,FRA,185,319,670,7961,1317,1984,123,0,39028,124,752,297
EDI,HAM,61,319,213,2218,1317,1530,123,0,16969,88,346,298
EWR,YQB,220,ERJ,826,9962,1317,2143,37,0,34686,46,2032,299
AUS,SFO,27,320,670,8223,1317,1987,151,0,43390,105,515,300
IAH,SAP,113,738,744,8802,1319,2063,189,0,50609,145,477,301
MCO,BOS,148,320,627,7659,1336,1971,151,0,41043,94,414,302
IAD,AUS,208,CR7,659,8068,1346,2012,70,0,33181,34,718,303
DOH,MAA,192,333,370,3820,1347,1709,300,0,35376,238,317,304
EDI,CDG,22,AR8,816,9806,1358,2388,80,0,40178,77,1053,305
YYZ,TLV,17,763,641,7610,1359,1976,218,0,48397,117,585,306
IST,CGN,55,320,650,8017,1367,2017,151,4,42533,45,525,307
BCN,YYZ,131,763,363,3902,1370,1718,218,0,30104,193,409,308
STR,BCN,89,319,543,6543,1373,1914,123,0,33581,90,568,309
MPL,FRA,182,735,602,7245,1377,1978,108,0,34648,100,716,310
GVA,BCN,186,320,907,11245,1379,2294,151,0,55971,146,972,311
OSL,EWR,83,764,507,6098,1384,1891,245,0,43514,166,336,312
PEK,ALA,99,738,821,9980,1389,2210,189,0,56028,137,525,313
IST,FRA,180,321,488,5830,1391,1877,197,0,37676,162,471,314
MCO,PSE,10,738,603,7219,1392,1995,189,0,43327,125,355,315
YYZ,MCO,129,737,417,4428,1395,1799,124,0,25534,92,403,316
CHS,EWR,211,ERJ,440,5139,1398,1862,37,0,20930,47,1207,317
VRN,CAG,44,M80,102,690,1400,1474,150,0,11997,121,184,318
PEK,EWR,152,777,857,10409,1400,2253,314,0,76126,247,511,319
MCO,AUS,95,E90,740,9188,1407,2144,100,0,40729,57,653,320
BHX,BCN,165,738,954,11943,1412,2373,189,0,65057,125,560,321
PWM,DCA,7,DH4,547,6354,1417,1964,68,0,27445,41,1896,322
EWR,FRA,176,744,170,2042,1424,1620,416,0,30586,164,350,323
IST,BEG,199,738,990,12561,1425,2412,189,0,67900,87,798,324
RUH,DOH,101,777,716,8540,1433,2156,314,0,64842,250,452,325
CHS,BOS,144,E90,873,10685,1435,2284,100,0,46083,54,670,326
BHX,STR,151,E75,125,1116,1436,1558,80,0,11096,35,205,327
FRA,BEY,79,32A,668,8004,1443,2102,151,0,42479,147,691,328
DOH,IAH,128,777,391,4429,1449,1859,314,0,40022,135,292,329
EWR,DFW,119,M83,770,9245,1449,2209,155,0,48172,151,779,330
LAX,BOS,3,738,339,3304,1449,1772,189,0,25318,132,330,331
IAH,BOS,210,739,994,12660,1455,2467,178,0,66476,162,941,332
YYZ,PEK,139,77W,888,11301,1462,2387,396,0,94243,296,415,333
LAX,EWR,85,739,269,2853,1470,2274,178,0,22604,105,410,334
FRA,BEG,130,319,891,10994,1476,2372,123,0,50678,104,829,335
EDI,FRA,175,321,66,578,1477,1554,197,0,13034,143,197,336
IAH,IAD,221,320,738,9111,1479,2232,151,0,47087,86,758,337
YQB,ORD,15,ERJ,651,7911,1480,2131,37,0,28836,16,1510,338
STR,GVA,98,763,922,11758,1482,2404,218,0,68861,117,1530,339
IAD,EWR,214,DH4,890,11274,1489,2397,68,0,43231,64,1334,340
EWR,BOS,145,E90,375,3798,1489,1854,100,0,21451,83,515,341
HBE,DOH,52,320,637,7426,1493,2132,151,0,40073,65,1116,342
EDI,BCN,166,738,736,9224,1499,2244,189,0,52550,163,686,343
FRA,ALA,169,333,311,3071,1507,1795,300,0,30975,240,270,344
SAP,FLL,49,73W,431,4610,1513,1944,149,0,28193,95,386,345
EWR,MCO,149,320,473,5353,1518,1983,151,0,31443,92,358,346
TLV,EWR,82,772,720,8478,1520,2211,314,0,64468,115,441,347
CHS,IAD,212,CRJ,475,5428,1520,1984,50,0,22895,0,1236,348
DOH,IST,191,333,409,4316,1529,1939,300,0,38291,131,350,349
FRA,DOH,133,333,894,11331,1532,2455,300,0,79514,73,807,350
XNA,EWR,219,ERJ,1064,13393,1537,2594,37,0,44471,32,2289,351
EDI,DLM,60,320,796,9637,1538,1919,151,0,49277,147,839,352
IST,GVA,202,320,925,11503,1540,2461,151,0,57045,124,815,353
EDI,IST,201,738,132,1338,1549,1700,189,0,16274,160,213,354
JAX,EWR,216,ERJ,1067,13701,1552,2644,37,0,45349,20,2106,355
YYZ,YQB,94,DH4,675,7972,1553,2228,68,0,32636,56,984,356
GRU,BCN,53,77W,588,7047,1553,2130,396,0,64548,206,875,357
EDI,BHX,96,DH4,408,4385,1554,2128,68,0,21127,38,513,358
PRG,FRA,76,321,416,4801,1572,2379,197,0,32848,129,270,359
PEK,DOH,193,77W,1022,12736,1573,2600,396,21,104260,319,528,360
IAH,AUS,209,320,569,6878,1576,2151,151,0,37791,137,672,361
YYZ,IAD,92,320,493,5475,1577,2070,151,0,31951,117,494,362
PEK,IST,157,77W,1038,13209,1578,2633,396,0,107562,319,596,363
LTN,BEG,65,320,836,10096,1579,2184,151,0,51188,132,780,364
RDU,EWR,86,ERJ,782,9508,1583,2360,37,0,33391,19,1528,365
MCO,DFW,124,738,1088,13778,1585,2672,189,0,73498,126,644,366
EDI,GVA,206,319,481,5380,1585,2048,123,0,29114,73,413,367
EWR,ATL,69,717,424,4614,1590,2014,106,0,24840,112,633,368
IAH,XNA,227,CRJ,471,5349,1590,2051,50,0,22658,59,1040,369
BOS,AUS,142,E90,1036,13336,1591,2651,100,29,55564,57,865,370
IST,BEG,105,738,1006,12561,1596,2599,189,24,67900,165,783,371
PEK,FRA,153,773,1014,12953,1606,2617,368,0,100896,291,516,372
ZAG,STR,1,319,681,7979,1608,2289,123,11,39097,104,721,373
BOS,AUA,26,320,858,10462,1610,2468,151,0,52711,64,682,374
STR,BHX,151,E75,125,1116,1610,1732,80,0,11096,56,351,375
DFW,BOS,90,738,573,6876,1612,2191,189,0,41749,94,519,376
IST,BHX,200,739,578,7005,1613,2212,178,0,41178,149,570,377
PWM,EWR,217,DH4,750,9194,1617,2387,68,158,36557,31,757,378
FRA,YYZ,135,77W,456,5032,1619,2077,396,0,50482,330,378,379
IAD,FRA,178,333,1053,13142,1626,2679,300,0,90157,242,604,380
JAX,IAH,225,ERJ,744,8852,1629,2341,37,0,31520,9,1315,381
RUH,MAA,104,333,460,5332,1629,2089,300,0,44261,253,397,382
