DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
GVA,RUH,158,320,418,4498,493,911,151,0,27883,130,469,56
FRA,RZE,149,CR7,654,7782,497,1151,70,0,32256,55,909,57
EWR,MSP,72,319,761,9273,503,1264,123,0,44067,72,1809,58
EWR,PWM,182,DH4,755,9194,510,1265,68,0,36557,66,1128,59
IST,PEK,82,77W,1031,13209,511,1542,396,0,107562,301,533,60
MSP,XNA,31,CRJ,645,7687,516,1161,50,0,29675,24,964,61
BOS,DFW,80,738,563,6876,519,1082,189,0,41749,63,862,62
CHS,EWR,176,ERJ,461,5139,525,986,37,0,20930,21,991,63
IAD,VIE,51,763,139,1638,530,669,218,27,18934,182,251,64
AUS,BOS,113,E90,1067,13336,532,1599,100,0,55564,89,1169,65
IST,STR,169,320,563,6439,539,1102,151,0,35964,142,627,66
BHX,IST,164,739,581,7005,541,1122,178,0,41178,136,495,67
DOH,RUH,154,777,688,8540,543,1231,314,0,64842,244,466,68
FRA,TPE,69,321,759,9036,543,898,197,226,52719,109,1356,69
EWR,XNA,184,ERJ,1056,13393,547,1603,37,0,44471,25,2101,70
DUS,MPL,3,319,582,6624,548,1214,123,0,33892,30,525,71
BUD,GVA,58,321,826,9951,549,1189,197,0,57012,84,1235,72
CLT,PWM,12,321,560,6817,549,1133,197,0,42307,76,484,73
LIL,MPL,8,E70,706,8522,551,1257,70,0,34648,49,2454,74
CHS,IAD,92,CRJ,482,5428,554,1036,50,0,22895,31,799,75
DTW,EWR,71,717,578,6971,557,1135,106,0,33432,64,532,76
EWR,MCO,68,320,477,5353,557,1034,151,0,31443,124,488,77
DOH,FRA,111,333,890,11331,561,1451,300,0,79514,238,522,78
GVA,PEK,122,330,550,6481,564,1114,277,23,48717,76,589,79
RUH,SAH,46,310,419,4593,566,985,206,0,32575,177,406,80
IAH,XNA,191,CRJ,463,5349,568,1031,50,0,22658,56,1003,81
IAH,IST,168,77W,632,7513,569,1201,396,0,67801,301,310,82
BEG,IST,163,738,1012,12561,573,1585,189,5,67900,149,759,83
GVA,STR,133,S20,936,11758,575,1511,58,0,43179,46,1766,84
CAG,VRN,45,M80,81,690,577,658,150,0,11997,147,303,85
FRA,TXL,64,738,754,9121,579,1307,189,0,52076,126,462,86
FRA,IAH,145,388,835,10127,584,1419,555,15,108588,445,489,87
IAD,PWM,188,CRJ,376,3993,585,961,50,0,18588,42,946,88
EWR,IAD,179,DH4,908,11274,588,1496,68,0,43231,33,1013,89
IAH,SAP,96,738,742,8802,589,1331,189,0,50609,80,1127,90
BHX,FRA,138,319,287,2847,590,877,123,0,19385,83,368,91
BOS,FRA,139,744,956,11953,592,1548,416,0,102050,224,1347,92
FRA,VRN,129,E95,840,10334,598,1438,106,0,45692,55,634,93
GVA,MLA,48,320,445,5268,600,1045,151,0,31089,119,490,94
DFW,IAH,105,M83,625,7699,601,1226,155,0,41664,148,731,95
EDI,FRA,141,321,93,578,602,695,197,0,13034,168,254,96
DOH,MAA,85,333,344,3820,613,957,300,7,35376,251,295,97
FRA,GVA,131,E90,568,6523,616,1184,100,0,31197,80,613,98
BCN,GVA,151,320,915,11245,624,1539,151,12,55971,134,838,99
BCN,EWR,136,752,889,11001,633,1522,200,0,62394,182,752,100
MUC,FRA,70,320,684,8437,639,1323,151,0,44281,95,440,101
EDI,GVA,170,319,464,5380,644,1108,123,0,29114,25,771,102
FRA,EWR,142,744,174,2042,645,828,416,328,30586,353,230,103
BCN,IST,162,320,464,5231,646,1110,151,0,30935,33,353,104
FRA,MPL,147,735,608,7245,652,1260,108,0,34648,108,759,105
CVG,XNA,28,CRJ,466,5453,655,1414,50,23,22970,15,696,106
BEG,GVA,132,S20,440,5186,662,1102,58,0,22848,6,1250,107
YQB,YYZ,17,DH4,651,7972,675,1326,68,0,32636,50,888,108
BCN,FRA,130,321,627,7734,678,1305,197,0,46610,132,415,109
BCN,DOH,126,332,635,7399,685,1320,246,0,50447,214,514,110
EWR,BNA,73,73W,231,2466,685,916,149,0,19317,112,276,111
DKR,IST,56,739,292,3141,690,982,178,0,23892,166,372,112
EWR,TLV,75,738,718,8478,705,1408,189,0,49118,79,1128,113
IST,RUH,160,320,769,9178,715,1484,151,0,47366,129,661,114
IAD,SAL,19,73W,518,6167,726,1147,149,0,34639,42,807,115
BRS,RZE,39,ER4,610,7208,738,1387,50,0,28238,32,1252,116
EWR,SAP,183,738,844,10258,740,1584,189,0,57306,124,487,117
ORD,PWM,60,CR7,717,8820,746,1463,70,0,35611,33,779,118
YOW,YQB,16,DH1,420,4745,747,1167,37,0,19807,33,1311,119
BHD,BHX,22,DH4,508,6120,747,1255,68,0,26694,74,897,120
KOW,PEK,23,738,474,5596,749,1223,189,0,35861,156,420,121
MKE,BOS,37,73W,199,2132,751,950,149,22,17934,73,653,122
FRA,EDI,141,321,93,578,755,839,197,0,13034,143,179,123
BOS,IAD,116,E90,336,3566,760,1096,100,10,20622,74,453,124
BEG,MUC,49,E95,652,7915,766,1418,106,159,36874,64,609,125
BOS,DFW,100,738,569,6876,767,1336,189,0,41749,131,430,126
BHX,LDY,38,738,645,7999,778,1423,189,0,46915,180,636,127
DOH,RUH,84,333,707,8540,779,1158,300,0,63113,226,408,128
BDA,EWR,174,738,518,5972,788,1306,189,0,37591,168,484,129
CHS,IAH,178,ERJ,886,10910,802,1688,37,0,37389,51,2278,130
BHX,EDI,118,DH4,417,4385,806,1223,68,0,21127,57,650,131
BOS,CHS,114,E90,873,10685,808,1681,100,13,46083,60,744,132
NAP,STR,4,319,608,7353,818,1426,123,2,36693,115,709,133
BDA,JFK,9,738,102,1119,819,921,189,0,15267,137,236,134
EWR,BHX,137,752,353,3689,820,1172,200,29,27834,175,363,135
IAD,PWM,94,CRJ,358,3993,829,1187,50,0,18588,41,740,136
DOH,IAH,109,777,408,4429,835,1243,314,244,40022,231,312,137
BZE,SAP,7,738,615,7308,851,1780,189,0,43736,160,519,138
IAH,SLC,30,319,382,4174,852,1234,123,0,24482,102,511,139
LAX,PWM,36,73W,561,6747,858,1419,149,0,37040,46,506,140
EWR,FRA,142,744,183,2042,863,1068,416,21,30586,340,267,141
GWT,STR,14,DH4,494,5827,864,1358,68,16,25754,13,1285,142
HTY,IST,57,73W,525,5970,865,1390,149,0,33823,142,639,143
EWR,PEK,120,777,825,10409,867,1692,314,0,76126,267,644,144
CHS,MIA,11,73W,356,3700,870,1535,149,0,24425,93,326,145
EWR,BOS,115,E90,357,3798,871,1227,100,0,21451,62,380,146
IST,DOH,155,333,377,4316,880,1266,300,0,38291,259,353,147
EDI,FRA,141,321,84,578,908,991,197,0,13034,51,321,148
EWR,LAX,78,739,269,2853,910,1179,178,0,22604,158,342,149
DME,VRN,55,319,395,4068,915,1631,123,0,24075,114,533,150
FRA,IST,146,321,501,5830,918,1419,197,0,37676,168,485,151
DFW,MGM,13,ER4,685,8464,922,1607,50,0,32007,35,1137,152
CDG,EDI,18,AR8,796,9806,924,1720,80,228,40178,54,858,153
EDI,IST,165,738,117,1338,926,1043,189,0,16274,175,268,154
AMM,RUH,54,319,590,6904,933,1311,123,0,34968,116,714,155
IAH,JAX,189,ERJ,723,8852,952,1675,37,0,31520,30,1622,156
EWR,IAH,180,739,908,11119,963,1871,178,0,59582,66,1241,157
RZE,DUB,40,320,591,7170,969,1560,151,0,39007,120,526,158
BRI,VRN,61,717,633,7410,972,1605,106,0,35033,60,538,159
GVA,DOH,127,320,505,5669,973,1469,151,0,32758,49,851,160
OSS,IST,52,319,549,6630,986,1556,123,0,33916,75,1402,161
FRA,BHX,138,319,287,2847,992,1260,123,0,19385,100,351,162
ATL,EWR,66,717,424,4614,997,1421,106,3,24840,34,852,163
RUH,GVA,158,320,418,4498,1012,1405,151,0,27883,92,330,164
JAX,IAD,187,ERJ,494,5448,1013,1482,37,21,21812,32,1125,165
BHX,EDI,81,DH4,405,4385,1018,1423,68,0,21127,79,749,166
IAD,CHS,177,CRJ,497,5428,1027,1490,50,219,22895,62,1099,167
SAH,RUH,46,310,419,4593,1029,1459,206,0,32575,151,347,168
FRA,RUH,148,333,590,6878,1032,1622,300,0,53346,253,493,169
PWM,IAD,188,CRJ,376,3993,1043,1429,50,0,18588,28,720,170
IAD,IAH,93,320,745,9111,1047,1792,151,0,47087,99,507,171
DFW,AUS,99,M80,576,6651,1050,1625,150,0,36744,133,589,172
TPE,FRA,69,321,759,9036,1050,1809,197,0,52719,164,595,173
FCO,RZE,47,DH4,820,9867,1050,1870,68,8,38716,31,852,174
EWR,MIA,63,757,313,3092,1058,1371,200,0,25012,189,368,175
DOH,ESB,53,320,189,1957,1058,1247,151,0,17305,131,316,176
ISB,PEK,25,310,794,9804,1062,1856,206,0,57565,141,520,177
BEG,IST,88,738,987,12561,1065,2052,189,0,67900,136,610,178
EWR,CHS,176,ERJ,461,5139,1066,1511,37,0,20930,55,1386,179
EDI,IST,89,738,122,1338,1079,1201,189,5,16274,153,263,180
AUS,IAH,173,320,593,6878,1082,1675,151,0,37791,94,429,181
ATL,BDA,26,319,899,11027,1089,1988,123,0,50804,107,891,182
DFW,EWR,102,M83,740,9245,1091,1831,155,0,48172,114,592,183
EWR,YYZ,65,320,735,8839,1095,2142,151,0,45955,118,665,184
MCO,EWR,68,320,477,5353,1095,1586,151,0,31443,62,898,185
TPA,CHS,35,73W,511,6086,1101,1612,149,0,34304,112,459,186
IAD,IAH,186,320,748,9111,1105,1853,151,0,47087,99,557,187
CHA,DFW,10,ER4,359,3662,1107,1466,50,0,17594,69,886,188
MAA,HRI,50,320,693,8630,1108,1801,151,353,45085,125,648,189
DOH,MAA,156,333,375,3820,1114,1489,300,0,35376,262,341,190
BHX,STR,119,E75,134,1116,1118,1252,80,0,11096,36,308,191
DFW,BOS,80,738,563,6876,1120,1701,189,0,41749,168,529,192
PEK,IAD,123,777,720,8640,1120,1817,314,0,65446,280,610,193
FRA,EDI,141,321,84,578,1121,1207,197,0,13034,184,263,194
DUB,EWR,74,752,631,7265,1123,1754,200,0,44736,181,576,195
MLA,GVA,48,320,445,5268,1126,1607,151,0,31089,116,463,196
JAX,DFW,106,M80,656,7710,1127,1774,150,0,41141,145,757,197
STR,BEG,98,319,715,8587,1132,1844,123,0,41432,116,780,198
MAA,FRA,112,343,582,6941,1133,1740,295,0,53191,216,388,199
BCN,STR,97,319,577,6543,1135,1712,123,0,33581,82,524,200
BEG,BUD,20,CRJ,898,11283,1135,2033,50,0,40469,26,1309,201
IST,BCN,162,320,464,5231,1148,1599,151,12,30935,91,314,202
FRA,DFW,103,777,681,8068,1150,1808,314,0,61993,265,503,203
AUS,IAD,90,CR7,678,8068,1160,1838,70,0,33181,45,849,204
NDR,MPL,1,320,234,2406,1161,1395,151,11,19174,126,363,205
IAH,DEN,34,319,538,6537,1163,2069,123,0,33558,40,1017,206
DFW,CHS,101,ER4,684,8519,1170,1853,50,0,32173,40,1251,207
EDI,BCN,135,738,772,9224,1170,1932,189,0,52550,156,664,208
HBE,RUH,32,320,895,11073,1172,2067,151,0,55255,69,836,209
DFW,IAD,104,738,529,5947,1174,1703,189,0,37476,145,415,210
EWR,YQB,185,ERJ,819,9962,1174,1993,37,0,34686,25,1988,211
XNA,IAH,191,CRJ,463,5349,1174,1643,50,0,22658,21,739,212
IST,EDI,165,738,117,1338,1187,1308,189,209,16274,176,339,213
GVA,BEG,132,S20,440,5186,1187,1652,58,0,22848,61,891,214
STR,FRA,150,319,653,7961,1190,1832,123,0,39028,63,772,215
VRN,CAG,45,M80,81,690,1190,1293,150,0,11997,73,261,216
IAD,AUS,172,CR7,678,8068,1190,1852,70,0,33181,36,991,217
FRA,FCO,67,319,584,6837,1197,1795,123,0,34711,126,712,218
IAD,DOH,108,777,710,8356,1198,1888,314,0,63731,245,400,219
EDI,KUN,41,319,281,2589,1199,1385,123,0,18394,38,380,220
GVA,EDI,170,319,464,5380,1200,1655,123,0,29114,92,501,221
STR,IST,169,320,563,6439,1201,1764,151,0,35964,96,448,222
PEK,IAH,124,773,701,8216,1201,1898,368,0,69354,200,1074,223
XNA,MSP,31,CRJ,645,7687,1205,1850,50,0,29675,14,2139,224
EWR,STR,143,752,503,5538,1206,1709,200,0,36573,134,376,225
IAD,CHS,92,CRJ,482,5428,1210,2070,50,0,22895,44,924,226
DFW,XNA,107,M80,479,5643,1212,1691,150,0,32560,96,385,227
EWR,EDI,140,752,705,8452,1212,1923,200,0,50346,156,526,228
MAA,DOH,85,333,344,3820,1213,2225,300,0,35376,257,346,229
FRA,EWR,142,744,183,2042,1215,1416,416,0,30586,304,214,230
BCN,DUB,33,320,756,8970,1216,1972,151,0,46500,120,632,231
BDS,STR,2,319,440,4817,1220,1660,123,0,26952,77,367,232
GVA,FRA,131,E90,568,6523,1221,1779,100,0,31197,60,574,233
ESB,FRA,76,738,781,9833,1223,2004,189,0,55351,83,1292,234
RZE,FRA,149,CR7,654,7782,1224,1875,70,0,32256,69,1060,235
GVA,EWR,152,763,706,8506,1225,1946,218,0,52818,182,579,236
TXL,VRN,5,319,756,9207,1231,1987,123,0,43814,125,930,237
TGU,SAP,24,SF3,734,9174,1232,1991,36,0,32307,9,1333,238
IAD,BOS,116,E90,336,3566,1237,1589,100,8,20622,76,413,239
IST,BHX,164,739,581,7005,1238,1828,178,0,41178,144,496,240
VIE,IAD,51,763,139,1638,1239,1378,218,0,18934,177,276,241
IST,IAD,167,330,677,8011,1244,1916,277,0,57304,120,945,242
MAA,RUH,161,333,482,5332,1247,1729,300,0,44261,148,426,243
PEK,GVA,122,330,550,6481,1250,1811,277,0,48717,105,717,244
RUH,IST,86,320,741,9178,1253,1999,151,0,47366,77,730,245
MAA,RUH,87,333,482,5332,1255,1737,300,0,44261,232,344,246
MPL,DUS,3,319,582,6624,1264,1846,123,0,33892,79,507,247
JFK,BDA,9,738,102,1119,1264,1835,189,0,15267,64,271,248
JAX,IAH,95,ERJ,747,8852,1267,2006,37,0,31520,32,4093,249
RUH,IAD,159,777,668,7971,1271,1939,314,0,61407,258,476,250
EDI,FRA,141,321,83,578,1272,1355,197,0,13034,165,231,251
JAX,DTW,29,CR9,616,7331,1274,1713,76,13,31457,45,684,252
TXL,PEK,15,77W,309,3367,1275,1584,396,0,38860,339,335,253
RUH,DOH,154,777,688,8540,1275,1980,314,0,64842,100,766,254
AUS,IAH,91,320,582,6878,1275,1857,151,0,37791,120,537,255
MCO,AUS,21,E90,771,9188,1276,2058,100,0,40729,93,953,256
EWR,AUS,171,738,777,9275,1285,2032,189,0,52785,142,526,257
SAP,IAH,190,738,728,8802,1285,2010,189,0,50609,121,453,258
BHX,BHD,22,DH4,508,6120,1286,1794,68,0,26694,35,678,259
DEN,EWR,77,738,506,5610,1288,1794,189,0,35926,142,414,260
BHX,EWR,137,752,352,3689,1290,1631,200,0,27834,182,442,261
MPL,FRA,147,735,608,7245,1300,1906,108,0,34648,104,757,262
BCN,NTE,44,320,366,4073,1302,1668,151,0,26114,149,473,263
SLC,IAH,30,319,382,4174,1304,1686,123,0,24482,90,440,264
STR,BCN,79,320,574,6543,1304,1878,151,0,36397,128,522,265
BNA,JAX,62,73W,562,6782,1311,1873,149,0,37185,138,601,266
GVA,BUD,58,321,826,9951,1315,2141,197,0,57012,154,595,267
BOS,MSP,27,738,639,7447,1317,1956,189,0,44376,85,1019,268
IST,IAH,168,77W,632,7513,1321,1941,396,0,67801,303,373,269
DOH,BCN,126,332,635,7399,1350,1983,246,0,50447,204,454,270
EDI,BHX,118,DH4,417,4385,1350,1737,68,0,21127,74,727,271
BOS,EWR,115,E90,356,3798,1351,1695,100,0,21451,103,609,272
PWM,CLT,12,321,560,6817,1352,1912,197,0,42307,170,518,273
RUH,DOH,84,333,707,8540,1353,2060,300,0,63113,215,339,274
IAH,DOH,109,777,408,4429,1353,1771,314,25,40022,246,306,275
ESB,DOH,53,320,189,1957,1362,1539,151,0,17305,109,291,276
IAH,DFW,105,M83,625,7699,1364,2006,155,0,41664,118,508,277
YYZ,YQB,17,DH4,651,7972,1369,2037,68,0,32636,46,1131,278
DOH,IST,155,333,386,4316,1371,1771,300,0,38291,224,319,279
EDI,IST,165,738,121,1338,1377,1497,189,0,16274,177,303,280
EWR,DTW,71,717,578,6971,1378,1984,106,0,33432,62,1518,281
PWM,EWR,182,DH4,755,9194,1379,2145,68,0,36557,13,1710,282
BHX,FRA,138,319,268,2847,1379,1654,123,0,19385,74,277,283
FRA,BCN,130,321,627,7734,1382,2046,197,0,46610,180,650,284
STR,BHX,119,E75,134,1116,1387,1508,80,0,11096,78,350,285
TXL,FRA,64,738,754,9121,1390,2144,189,0,52076,154,583,286
MSP,EWR,72,319,761,9273,1390,2319,123,0,44067,69,568,287
FRA,BEG,110,319,881,10994,1393,2274,123,0,50678,113,903,288
DFW,BOS,100,738,569,6876,1393,1971,189,0,41749,170,550,289
IAH,BOS,175,739,993,12660,1400,2414,178,0,66476,161,934,290
IAD,GVA,153,763,900,11288,1406,2329,218,0,66543,196,774,291
FRA,EDI,141,321,83,578,1408,1491,197,0,13034,144,242,292
BNA,EWR,73,73W,231,2466,1409,1640,149,0,19317,83,657,293
FRA,MUC,70,320,684,8437,1421,2124,151,0,44281,94,1523,294
RZE,BRS,39,ER4,610,7208,1421,2031,50,0,28238,52,1231,295
BHX,BCN,134,738,965,11943,1426,2367,189,0,65057,150,691,296
EWR,BDA,174,738,518,5972,1428,1940,189,0,37591,54,723,297
IST,GVA,166,320,902,11503,1433,2361,151,0,57045,106,693,298
PEK,FRA,121,773,1010,12953,1438,2479,368,0,100896,306,645,299
KUN,EDI,41,319,281,2589,1447,1728,123,0,18394,74,313,300
IST,FRA,146,321,501,5830,1449,1947,197,4,37676,54,365,301
GVA,RUH,158,320,393,4498,1457,1857,151,0,27883,133,424,302
IAH,FRA,145,388,835,10127,1468,2308,555,0,108588,435,405,303
SAP,IAH,96,738,742,8802,1469,1937,189,0,50609,137,518,304
MPL,LIL,8,E70,706,8522,1474,2186,70,0,34648,81,1238,305
RZE,LTN,42,738,939,11505,1477,2418,189,0,63042,123,538,306
STR,GVA,83,763,930,11758,1480,2410,218,0,68861,85,657,307
PEK,DOH,157,77W,1018,12736,1491,2486,396,196,104260,343,739,308
IAD,PWM,188,CRJ,386,3993,1502,1894,50,0,18588,36,701,309
MIA,EWR,63,757,313,3092,1513,2247,200,0,25012,152,304,310
IAD,GUA,59,738,1064,13352,1516,2587,189,0,71539,150,794,311
STR,GWT,14,DH4,494,5827,1518,2042,68,0,25754,69,873,312
VRN,FRA,129,E95,840,10334,1523,2369,106,0,45692,37,1615,313
XNA,CVG,28,CRJ,466,5453,1528,1994,50,0,22970,63,1127,314
IAD,JAX,187,ERJ,469,5448,1531,2001,37,0,21812,50,1330,315
JAX,BOS,117,E90,1002,12484,1531,2541,100,0,52517,66,852,316
BOS,BDA,128,738,1045,13436,1532,2592,189,0,71925,127,627,317
IST,EDI,165,738,121,1338,1541,1673,189,0,16274,127,227,318
STR,GVA,133,S20,936,11758,1542,2501,58,0,43179,39,1638,319
IEV,BCN,43,320,1055,13233,1543,2577,151,0,64247,95,698,320
STR,NAP,4,319,608,7353,1543,2151,123,0,36693,99,664,321
LAX,EWR,78,739,269,2853,1546,2053,178,0,22604,163,348,322
DOH,GVA,127,320,496,5669,1547,2053,151,0,32758,114,463,323
MAA,DOH,156,333,375,3820,1554,1914,300,0,35376,216,281,324
FRA,DOH,111,333,890,11331,1554,2477,300,0,79514,213,459,325
EWR,FRA,142,744,205,2042,1558,1734,416,0,30586,180,432,326
JAX,EWR,181,ERJ,1098,13701,1567,2637,37,0,45349,3,1647,327
PEK,IST,125,77W,1054,13209,1576,2632,396,30,107562,328,669,328
RUH,TUI,46,310,453,4891,1578,2031,206,0,34004,101,819,329
EWR,ATL,66,717,424,4614,1580,2004,106,215,24840,106,619,330
BHX,STR,119,E75,121,1116,1588,1718,80,18,11096,70,390,331
EWR,BCN,136,752,889,11001,1589,2487,200,0,62394,169,700,332
PWM,IAD,94,CRJ,358,3993,1591,1949,50,24,18588,68,971,333
IAD,EWR,179,DH4,908,11274,1592,2496,68,0,43231,28,905,334
DOH,SLL,53,320,730,9049,1596,2326,151,0,46829,26,450,335
CHS,EWR,176,ERJ,445,5139,1603,2064,37,0,20930,17,1016,336
PWM,ORD,60,CR7,717,8820,1605,2322,70,27,35611,71,1101,337
CHS,IAD,177,CRJ,463,5428,1611,2071,50,0,22895,35,1078,338
EDI,FRA,141,321,86,578,1615,1708,197,0,13034,71,354,339
IST,BEG,163,738,1012,12561,1625,2634,189,8,67900,173,889,340
PEK,IST,82,77W,1031,13209,1625,2682,396,0,107562,294,513,341
RUH,IST,160,320,769,9178,1625,2391,151,0,47366,130,695,342
IAD,FRA,144,333,1052,13142,1626,2676,300,0,90157,239,609,343
SAL,IAD,19,73W,518,6167,1631,2052,149,0,34639,107,489,344
TLV,EWR,75,738,718,8478,1632,2350,189,0,49118,177,730,345
SAP,EWR,183,738,844,10258,1632,2477,189,0,57306,181,759,346
GVA,BCN,151,320,915,11245,1643,2556,151,0,55971,143,937,347
IST,DKR,56,739,292,3141,1651,1943,178,0,23892,161,388,348
BOS,MKE,37,73W,199,2132,1654,1853,149,0,17934,95,230,349
RUH,FRA,148,333,590,6878,1657,2245,300,0,53346,213,328,350
EDI,BHX,81,DH4,405,4385,1660,2263,68,0,21127,39,529,351
BOS,IAD,116,E90,352,3566,1665,1996,100,0,20622,106,525,352
MUC,BEG,49,E95,652,7915,1678,2330,106,0,36874,93,740,353
MAA,BOM,6,744,139,1100,1685,1824,416,0,23794,329,163,354
FRA,BOS,139,744,956,11953,1686,2634,416,0,102050,310,456,355
BOS,AUS,113,E90,1067,13336,1705,2743,100,0,55564,63,894,356
XNA,EWR,184,ERJ,1056,13393,1714,2791,37,0,44471,52,2710,357
CAG,VRN,45,M80,103,690,1720,1801,150,0,11997,100,194,358
EDI,IST,165,738,120,1338,1723,1863,189,0,16274,136,227,359
DUB,FRA,40,320,512,5717,1724,2236,151,286,32958,129,548,360
FRA,BHX,138,319,268,2847,1727,2010,123,0,19385,100,394,361
GVA,TLV,48,320,199,1984,1732,1931,151,0,17417,127,361,362
EWR,TPA,68,320,844,10563,1734,2578,151,26,53132,132,815,363
MIA,CHS,11,73W,356,3700,1734,2090,149,0,24425,96,311,364
LDY,BHX,38,738,645,7999,1741,2386,189,0,46915,152,562,365
FRA,EDI,141,321,86,578,1743,1827,197,0,13034,57,198,366
VRN,DME,55,319,395,4068,1744,2139,123,0,24075,124,547,367
MGM,DFW,13,ER4,685,8464,1744,2443,50,0,32007,16,962,368
IST,OSS,52,319,570,6630,1745,2294,123,0,33916,72,465,369
XNA,DFW,107,M80,479,5643,1746,2253,150,0,32560,83,1142,370
BCN,IST,162,320,451,5231,1746,2192,151,8,30935,112,435,371
AUS,DFW,99,M80,575,6651,1750,2330,150,0,36744,37,807,372
EDI,CDG,18,AR8,796,9806,1751,2712,80,0,40178,22,1759,373
IAD,DFW,104,738,529,5947,1757,2270,189,20,37476,130,343,374
IAH,AUS,173,320,593,6878,1766,2330,151,0,37791,148,627,375
BEG,GVA,132,S20,465,5186,1767,2207,58,0,22848,25,648,376
IST,HTY,57,73W,525,5970,1767,2299,149,0,33823,89,371,377
STR,BCN,97,319,577,6543,1768,2306,123,0,33581,105,586,378
JAX,IAH,189,ERJ,723,8852,1778,2504,37,0,31520,43,1789,379
EWR,BHX,137,752,352,3689,1779,2114,200,0,27834,42,264,380
PEK,TPE,15,77W,793,9691,1780,2573,396,0,83005,121,414,381
IAH,XNA,191,CRJ,469,5349,1787,2273,50,0,22658,15,664,382
IAH,CHS,178,ERJ,886,10910,1789,2682,37,0,37389,14,3844,383
EDI,GVA,170,319,455,5380,1791,2244,123,148,29114,111,584,384
